10001,72
10002,94
10003,111
10004,65
10005,58
10006,76
10007,140
10008,78
10009,121
10010,106
10011,85
10012,104
10013,63
10014,109
10015,104
10016,107
10017,55
10018,94
10019,70
10020,91
10021,52
10022,71
10023,96
10024,87
10025,91
10026,101
10027,109
10028,47
10029,65
10030,88
10031,74
10032,116
10033,71
10034,122
10035,83
10036,128
10037,89
10038,114
10039,74
10040,109
10041,64
10042,102
10043,100
10044,106
10045,87
10046,97
10047,52
10048,66
10049,57
10050,92
10051,57
10052,66
10053,100
10054,73
10055,97
10056,58
10057,78
10058,110
10059,68
10060,47
10061,107
10062,121
10063,86
10064,108
10065,53
10066,97
10067,69
10068,115
10069,106
10070,74
10071,98
10072,107
10073,87
10074,111
10075,124
10076,70
10077,113
10078,102
10079,95
10080,130
10081,97
10082,122
10083,81
10084,58
10085,56
10086,107
10087,106
10088,73
10089,124
10090,121
10091,86
10092,66
10093,103
10094,104
10095,67
10096,62
10097,96
10098,75
10099,119
10100,57
10101,90
10102,73
10103,117
10104,114
10105,56
10106,104
10107,87
10108,76
10109,77
10110,124
10111,87
10112,63
10113,74
10114,103
10115,87
10116,132
10117,87
10118,111
10119,73
10120,65
10121,76
10122,96
10123,97
10124,113
10125,86
10126,106
10127,114
10128,92
10129,79
10130,77
10131,75
10132,121
10133,104
10134,71
10135,61
10136,64
10137,55
10138,93
10139,87
10140,93
10141,78
10142,50
10143,120
10144,98
10145,84
10146,117
10147,89
10148,80
10149,91
10150,78
10151,109
10152,51
10153,93
10154,74
10155,101
10156,112
10157,111
10158,76
10159,34
10160,107
10161,101
10162,110
10163,103
10164,75
10165,109
10166,74
10167,112
10168,83
10169,57
10170,96
10171,105
10172,112
10173,123
10174,73
10175,61
10176,104
10177,92
10178,52
10179,80
10180,74
10181,103
10182,97
10183,118
10184,80
10185,120
10186,104
10187,113
10188,80
10189,103
10190,82
10191,111
10192,85
10193,81
10194,96
10195,43
10196,88
10197,120
10198,121
10199,90
10200,80
10201,100
10202,89
10203,62
10204,93
10205,38
10206,84
10207,49
10208,73
10209,99
10210,126
10211,101
10212,96
10213,100
10214,65
10215,106
10216,64
10217,108
10218,83
10219,112
10220,105
10221,108
10222,113
10223,105
10224,109
10225,92
10226,95
10227,70
10228,62
10229,61
10230,139
10231,53
10232,83
10233,94
10234,89
10235,70
10236,122
10237,57
10238,131
10239,71
10240,82
10241,126
10242,89
10243,83
10244,107
10245,48
10246,96
10247,41
10248,77
10249,107
10250,118
10251,87
10252,67
10253,80
10254,120
10255,61
10256,60
10257,88
10258,94
10259,125
10260,56
10261,69
10262,129
10263,78
10264,77
10265,95
10266,66
10267,110
10268,93
10269,129
10270,85
10271,53
10272,124
10273,66
10274,98
10275,82
10276,82
10277,107
10278,160
10279,58
10280,96
10281,99
10282,91
10283,50
10284,57
10285,60
10286,98
10287,57
10288,55
10289,78
10290,136
10291,88
10292,82
10293,97
10294,63
10295,75
10296,83
10297,63
10298,62
10299,47
10300,68
10301,39
10302,76
10303,99
10304,96
10305,92
10306,56
10307,101
10308,80
10309,99
10310,99
10311,89
10312,61
10313,76
10314,76
10315,91
10316,94
10317,105
10318,67
10319,71
10320,99
10321,96
10322,99
10323,100
10324,53
10325,112
10326,56
10327,64
10328,89
10329,85
10330,97
10331,94
10332,92
10333,70
10334,101
10335,89
10336,102
10337,117
10338,97
10339,83
10340,104
10341,105
10342,126
10343,87
10344,85
10345,107
10346,71
10347,65
10348,78
10349,56
10350,64
10351,112
20001,60
20002,76
20003,79
20004,81
20005,73
20006,82
20007,102
20008,50
20009,35
20010,76
20011,50
20012,30
20013,63
20014,60
20015,31
20016,72
20017,62
20018,66
20019,115
20020,67
20021,65
20022,67
20023,63
20024,94
20025,44
20026,69
20027,43
20028,69
20029,41
20030,69
20031,62
20032,48
20033,128
20034,98
20035,78
20036,34
20037,94
20038,63
20039,53
20040,41
20041,66
20042,77
20043,87
20044,60
20045,72
20046,59
20047,70
20048,63
20049,59
20050,83
20051,67
20052,45
20053,41
20054,50
20055,56
20056,61
20057,61
20058,105
20059,97
20060,50
20061,82
20062,51
20063,48
20064,69
20065,87
20066,109
20067,90
20068,43
20069,69
20070,91
20071,65
20072,76
20073,58
20074,79
20075,75
20076,91
20077,61
20078,69
20079,87
20080,48
20081,91
20082,90
20083,65
20084,80
20085,69
20086,57
20087,53
20088,98
20089,80
20090,55
20091,49
20092,30
20093,83
20094,36
20095,65
20096,62
20097,64
20098,43
20099,71
20100,58
20101,50
20102,55
20103,115
20104,81
20105,58
20106,78
20107,48
20108,46
20109,103
20110,42
20111,78
20112,70
20113,73
20114,65
20115,75
20116,68
20117,73
20118,58
20119,57
20120,83
20121,92
20122,46
20123,54
20124,36
20125,54
20126,74
20127,53
20128,49
20129,61
20130,79
20131,40
20132,60
20133,59
20134,55
20135,63
20136,59
20137,45
20138,50
20139,78
20140,39
20141,90
20142,33
20143,88
20144,66
20145,100
20146,86
20147,70
20148,59
20149,61
20150,69
20151,91
20152,81
20153,33
20154,78
20155,68
20156,66
20157,90
20158,73
20159,99
20160,55
20161,72
20162,54
20163,66
20164,51
20165,41
20166,101
20167,55
20168,30
20169,54
20170,71
20171,45
20172,102
20173,67
20174,81
20175,71
20176,82
20177,43
20178,97
20179,56
20180,73
20181,96
20182,69
20183,52
20184,69
20185,82
20186,77
20187,60
20188,79
20189,56
20190,106
20191,57
20192,93
20193,71
20194,71
20195,58
20196,92
20197,42
20198,61
20199,33
20200,39
20201,41
20202,78
20203,54
20204,35
20205,78
20206,55
20207,80
20208,54
20209,39
20210,56
20211,99
20212,88
20213,68
20214,95
20215,77
20216,47
20217,43
20218,44
20219,76
20220,69
20221,75
20222,62
20223,85
20224,72
20225,62
20226,31
20227,82
20228,54
20229,72
20230,42
20231,62
20232,48
20233,53
20234,64
20235,67
20236,94
20237,69
20238,52
20239,51
20240,71
30001,50
30002,66
30003,75
30004,60
30005,50
30006,54
30007,74
30008,80
30009,68
30010,35
30011,79
30012,62
30013,51
30014,91
30015,84
30016,82
30017,55
30018,65
30019,71
30020,91
30021,62
30022,80
30023,94
30024,82
30025,82
30026,69
30027,62
30028,64
30029,95
30030,73
30031,39
30032,76
30033,56
30034,39
30035,62
30036,47
30037,41
30038,60
30039,87
30040,66
30041,74
30042,98
30043,58
30044,82
30045,60
30046,83
30047,44
30048,53
30049,96
30050,57
30051,85
30052,102
30053,57
30054,68
30055,58
30056,50
30057,76
30058,93
30059,86
30060,63
30061,41
30062,63
30063,117
30064,42
30065,93
30066,92
30067,56
30068,68
30069,61
30070,59
30071,51
30072,73
30073,83
30074,70
30075,47
30076,78
30077,42
30078,87
30079,76
30080,73
30081,70
30082,42
30083,80
30084,66
30085,69
30086,84
30087,51
30088,67
30089,56
30090,30
30091,86
30092,45
30093,40
30094,73
30095,51
30096,85
30097,32
30098,51
30099,79
30100,71
30101,79
30102,132
30103,67
30104,48
30105,50
30106,102
30107,32
30108,66
30109,112
30110,68
30111,95
30112,65
30113,89
30114,73
30115,74
30116,41
30117,97
30118,75
30119,59
30120,98
30121,69
30122,72
30123,62
30124,100
30125,101
30126,96
30127,58
30128,58
30129,64
30130,62
30131,94
30132,75
30133,94
30134,67
30135,54
30136,83
30137,89
30138,65
30139,33
30140,50
30141,84
30142,74
30143,69
30144,63
30145,60
30146,96
30147,65
30148,61
30149,67
30150,59
30151,38
30152,70
30153,65
30154,55
30155,75
30156,40
30157,89
30158,62
30159,77
30160,40
30161,83
30162,68
30163,64
30164,53
30165,68
30166,73
30167,71
30168,69
30169,58
30170,76
30171,72
30172,31
30173,68
30174,51
30175,74
30176,61
30177,86
30178,74
30179,96
30180,108
30181,55
30182,86
30183,73
30184,66
30185,44
30186,58
30187,57
30188,71
30189,75
30190,65
30191,48
30192,123
30193,96
30194,37
30195,61
30196,101
30197,67
30198,67
30199,76
30200,76
30201,55
30202,50
30203,39
30204,58
30205,99
30206,48
30207,90
30208,74
30209,54
30210,72
30211,64
30212,62
30213,64
30214,91
30215,83
30216,79
30217,104
30218,77
30219,95
30220,60
30221,49
30222,83
30223,44
30224,93
30225,71
30226,78
30227,116
30228,76
30229,92
30230,46
30231,77
30232,72
30233,42
30234,46
30235,50
30236,103
30237,99
30238,38
30239,92
30240,43
30241,60
30242,68
30243,77
30244,58
30245,63
30246,74
30247,76
30248,70
30249,79
30250,50
30251,62
30252,53
30253,55
30254,98
30255,56
30256,69
30257,55
30258,84
30259,52
30260,52
30261,96
30262,76
30263,70
30264,81
30265,49
30266,57
30267,70
30268,70
30269,46
30270,56
30271,94
30272,59
30273,111
30274,78
30275,83
30276,41
30277,74
30278,46
30279,69
30280,70
30281,63
30282,71
30283,109
30284,90
30285,49
30286,40
30287,64
30288,79
30289,66
30290,96
30291,52
30292,56
30293,56
30294,74
30295,66
30296,69
30297,66
30298,74
30299,69
30300,117
30301,75
30302,65
30303,58
30304,67
30305,59
30306,55
30307,98
30308,59
30309,56
